Infringement_Number,Trading_Name,Issuing_Authority,Date_Issued,Nature_of_Offence_Full,Offence_Code,Offence_Description,Offence_Date,Year,Month,Published_Address,Postcode,Amount_Payable,Offence_LGA
3168905740,RED ROOSTER,Central Coast Council,28/04/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,31/03/2022,2022,3,157 THE ENTRANCE ROAD  ERINA 2250,2250,880,Central Coast
7680978443,JASMIN 1,Canterbury Bankstown Council,15/06/2022,Fail to have facilties for the storage of garbage and recycable matter that adequately contain the volume and type of garbage and recyclable matter - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,18/05/2022,2022,5,222 SOUTH TERRACE  BANKSTOWN 2200,2200,440,Canterbury-Bankstown
7680978452,JASMIN 1,Canterbury Bankstown Council,15/06/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,18/05/2022,2022,5,222 SOUTH TERRACE  BANKSTOWN 2200,2200,440,Canterbury-Bankstown
7680978461,JASMIN 1,Canterbury Bankstown Council,15/06/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,18/05/2022,2022,5,222 SOUTH TERRACE  BANKSTOWN 2200,2200,440,Canterbury-Bankstown
7680978470,JASMIN 1,Canterbury Bankstown Council,15/06/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,18/05/2022,2022,5,222 SOUTH TERRACE  BANKSTOWN 2200,2200,440,Canterbury-Bankstown
7681091918,MAKSUDA FOOD AND ROSHMELA SWEETS,Canterbury Bankstown Council,26/08/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,29/07/2022,2022,7,"SHOP 3, 33-36 RAILWAY PARADE  LAKEMBA 2195",2195,880,Canterbury-Bankstown
3244117791,THIRLMERE GARDEN RESTAURANT,Wollondilly Shire Council,25/10/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,27/09/2022,2022,9,"SHOP 1, 87 WESTBOURNE AVENUE  THIRLMERE 2572",2572,440,Wollondilly
3244124905,THIRLMERE GARDEN RESTAURANT,Wollondilly Shire Council,25/10/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,27/09/2022,2022,9,"SHOP 1, 87 WESTBOURNE AVENUE  THIRLMERE 2572",2572,440,Wollondilly
7682030153,YUMMY KING BBQ KITCHEN,Canterbury Bankstown Council,11/01/2023,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,164 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7682030162,YUMMY KING BBQ KITCHEN,Canterbury Bankstown Council,11/01/2023,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,164 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7682030171,YUMMY KING BBQ KITCHEN,Canterbury Bankstown Council,11/01/2023,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,164 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7682030180,YUMMY KING BBQ KITCHEN,Canterbury Bankstown Council,11/01/2023,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,164 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7682030190,YUMMY KING BBQ KITCHEN,Canterbury Bankstown Council,11/01/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,164 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7682030209,YUMMY KING BBQ KITCHEN,Canterbury Bankstown Council,11/01/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,164 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
3244612021,AKIRA SUSHI,Willoughby City Council,13/02/2023,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,16/01/2023,2023,1,"SHOP 6, 436 VICTORIA AVENUE  CHATSWOOD 2067",2067,880,Willoughby
3244612030,AKIRA SUSHI,Willoughby City Council,13/02/2023,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,16/01/2023,2023,1,"SHOP 6, 436 VICTORIA AVENUE  CHATSWOOD 2067",2067,880,Willoughby
7652614027,BAKERS DELIGHT,Lake Macquarie City Council,23/02/2023,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,26/01/2023,2023,1,30 PEARSON STREET  CHARLESTOWN 2290,2290,880,Lake Macquarie
3050060806,YO LOCO,Penrith City Council,11/04/2023,Fail to reheat previously cooked potentially hazardous food in accordance with the Food Standards Code - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/03/2023,2023,3,62-72 BATT STREET  JAMISONTOWN 2750,2750,880,Penrith
3236843482,NGAN CAFE,Canterbury Bankstown Council,24/05/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,27/04/2022,2022,4,"SHOP 1, 300 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
3150629130,BIWON KOREAN RESTAURANT,Hornsby Shire Council,7/09/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,11/08/2022,2022,8,262 PEATS FERRY ROAD  HORNSBY 2077,2077,880,Hornsby
3244117590,THE LOCAL ITALIAN PIZZA RISTORANTE,Wollondilly Shire Council,13/09/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,17/08/2022,2022,8,118 RAILSIDE AVENUE  BARGO 2574,2574,880,Wollondilly
7681742348,5 STARS NUTS SUPERMARKET,Canterbury Bankstown Council,11/10/2022,Fail to maintain at or near each hand washing facility a supply of - soap - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/09/2022,2022,9,526 HUME HIGHWAY  YAGOONA 2199,2199,880,Canterbury-Bankstown
7681742357,5 STARS NUTS SUPERMARKET,Canterbury Bankstown Council,11/10/2022,"Fail to, when displaying unpackaged food, ensure the food is effectively supervised - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,14/09/2022,2022,9,526 HUME HIGHWAY  YAGOONA 2199,2199,880,Canterbury-Bankstown
3244681120,CHINATOWN NOODLE RESTAURANT CHATSWOOD,Willoughby City Council,2/05/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,5/04/2023,2023,4,"SHOP 20, 427-441 VICTORIA AVENUE  CHATSWOOD 2067",2067,880,Willoughby
3244681139,CHINATOWN NOODLE RESTAURANT CHATSWOOD,Willoughby City Council,2/05/2023,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,5/04/2023,2023,4,"SHOP 20, 427-441 VICTORIA AVENUE  CHATSWOOD 2067",2067,880,Willoughby
3244681148,CHINATOWN NOODLE RESTAURANT CHATSWOOD,Willoughby City Council,2/05/2023,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,5/04/2023,2023,4,"SHOP 20, 427-441 VICTORIA AVENUE  CHATSWOOD 2067",2067,880,Willoughby
3244681157,CHINATOWN NOODLE RESTAURANT CHATSWOOD,Willoughby City Council,2/05/2023,Fail to maintain at or near each hand washing facility a supply of - single use towels,11339,Fail to comply with Food Standards Code - Corporation,5/04/2023,2023,4,"SHOP 20, 427-441 VICTORIA AVENUE  CHATSWOOD 2067",2067,880,Willoughby
3149208343,APEX DINING,Tweed Shire Council,13/07/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,16/06/2023,2023,6,115/9-13 DANIELLA DRIVE  CASUARINA 2487,2487,880,Tweed
7681742485,THANH LONG FRUIT AND VEGETABLES,Canterbury Bankstown Council,31/10/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,5/10/2022,2022,10,"SHOP 2, 324 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
7681742494,THANH LONG FRUIT AND VEGETABLES,Canterbury Bankstown Council,31/10/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,5/10/2022,2022,10,"SHOP 2, 324 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
3244612250,WINSURE BARBEQUE RESTAURANT,Willoughby City Council,9/05/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,13/04/2023,2023,4,302 VICTORIA AVENUE  CHATSWOOD 2067,2067,880,Willoughby
7682203000,HOKKIAN KIA KITCHEN,Canterbury Bankstown Council,4/06/2023,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,9/05/2023,2023,5,254 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7681410386,ZHANG LIANG BURWOOD,Burwood Council,27/06/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,130 BURWOOD ROAD  BURWOOD 2134,2134,880,Burwood
7681410395,ZHANG LIANG BURWOOD,Burwood Council,27/06/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,130 BURWOOD ROAD  BURWOOD 2134,2134,880,Burwood
7681410404,ZHANG LIANG BURWOOD,Burwood Council,27/06/2022,Fail to maintain at or near each hand washing facility a supply of - soap and single use towels,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,130 BURWOOD ROAD  BURWOOD 2134,2134,880,Burwood
7681410413,ZHANG LIANG BURWOOD,Burwood Council,27/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,130 BURWOOD ROAD  BURWOOD 2134,2134,880,Burwood
7681410422,ZHANG LIANG BURWOOD,Burwood Council,27/06/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,130 BURWOOD ROAD  BURWOOD 2134,2134,880,Burwood
7681410431,ZHANG LIANG BURWOOD,Burwood Council,27/06/2022,Fail to comply with a prohibition order,11359,Fail to comply with a prohibition order - Corporation,2/06/2022,2022,6,130 BURWOOD ROAD  BURWOOD 2134,2134,1540,Burwood
7681410440,ZHANG LIANG BURWOOD,Burwood Council,27/06/2022,Fail to comply with a prohibition order,11359,Fail to comply with a prohibition order - Corporation,2/06/2022,2022,6,130 BURWOOD ROAD  BURWOOD 2134,2134,1540,Burwood
3206053712,ZIAFAT INDIAN RESTAURANT,Camden Council,14/10/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,19/09/2022,2022,9,1/31 ARGYLE STREET  CAMDEN 2570,2570,880,Camden
7681918458,CONDELL PARK FRESHLAND,Canterbury Bankstown Council,12/12/2022,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,17/11/2022,2022,11,53 SIMMAT AVENUE  CONDELL PARK 2200,2200,440,Canterbury-Bankstown
7681918467,CONDELL PARK FRESHLAND,Canterbury Bankstown Council,12/12/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,17/11/2022,2022,11,53 SIMMAT AVENUE  CONDELL PARK 2200,2200,440,Canterbury-Bankstown
3244612113,B2B GRILLED PORTUGUESE CHICKEN AND CAFE,Willoughby City Council,20/03/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,23/02/2023,2023,2,156 VICTORIA AVENUE  CHATSWOOD 2067,2067,880,Willoughby
3244612122,B2B GRILLED PORTUGUESE CHICKEN AND CAFE,Willoughby City Council,20/03/2023,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warning given",11339,Fail to comply with Food Standards Code - Corporation,23/02/2023,2023,2,156 VICTORIA AVENUE  CHATSWOOD 2067,2067,880,Willoughby
7682202945,GLORIA JEANS COFFEES,Canterbury Bankstown Council,7/05/2023,Fail to ensure floors are able to be effectively cleaned and are laid so that there is no ponding of water - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,12/04/2023,2023,4,15/19 MARCO AVENUE  REVESBY 2212,2212,880,Canterbury-Bankstown
3050060604,LEAF CAFE,Penrith City Council,23/06/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous waning given,11339,Fail to comply with Food Standards Code - Corporation,30/05/2022,2022,5,80 BORROWDALE ROAD  CRANEBROOK 2749,2749,880,Penrith
7681918339,THANH LONG FRUIT AND VEGETABLES,Canterbury Bankstown Council,27/11/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,3/11/2022,2022,11,"SHOP 2, 324 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
7681575560,SUSHI UMI,Hornsby Shire Council,7/12/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,13/11/2022,2022,11,"SHOP K102B, 236 PACIFIC HIGHWAY  HORNSBY 2077",2077,880,Hornsby
3251628977,PIZZA HUT MINTO,Campbelltown City Council,8/03/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,12/02/2023,2023,2,7 BROOKFIELD ROAD  Minto 2566,2566,440,Campbelltown
3241514091,BYRON CANE JUICE (FOOD STALL),Byron Shire Council,28/03/2023,"Fail to maintain at or near each hand washing facility a supply of - soap, single use towels, previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,4/03/2023,2023,3,"RAILWAY PARK, JONSON STREET  BYRON BAY 2481",2481,880,Byron
